feature_type,mode,start_layer,end_layer,best_epoch,train_auroc,train_auprc,train_log_loss,val_auroc,val_auprc,val_log_loss,test_auroc,test_auprc,test_log_loss
attn,single,30,30,60,1.0,1.0,0.0003680128227207194,1.0,1.0,0.006609194116854879,0.999972442680776,0.9999760536398467,0.0080778672212604
attn,single,31,31,45,1.0,1.0,0.0007118437351166685,1.0,1.0,0.00979640748180471,0.9999862213403881,0.9999879853902344,0.02369655301215187
attn,single,32,32,45,1.0,1.0,0.0005404420589694938,1.0,1.0,0.01637483791352346,1.0,0.9999999999999999,0.003686036551902429
attn,single,34,34,20,1.0,1.0,0.0017362247754145223,1.0,1.0,0.04715474603536048,0.9999035493827161,0.9999157711288541,0.028900223238013632
attn,single,35,35,60,1.0,1.0,0.00034846233704454826,1.0,1.0,0.00731758807155466,0.999944885361552,0.9999516900906642,0.010170339495396247
attn,consecutive3,0,2,60,1.0,1.0,3.7337165600744955e-05,1.0,1.0,0.02416829959711487,1.0,0.9999999999999999,0.09454161479964553
attn,consecutive3,1,3,60,1.0,1.0,1.9803925683066495e-05,1.0,1.0,0.018434994333958933,1.0,0.9999999999999999,0.0007110860038997795
attn,consecutive3,4,6,60,1.0,1.0,1.2335238716514903e-05,1.0,1.0,0.020563373887299893,1.0,0.9999999999999999,1.4247815055894885e-05
attn,consecutive3,5,7,60,1.0,1.0,6.7174076621245785e-06,1.0,1.0,0.0020988846975396615,1.0,0.9999999999999999,1.1577794246169357e-05
attn,consecutive3,6,8,60,1.0,1.0,3.4570327362379877e-06,1.0,1.0,0.0005714314873255499,1.0,0.9999999999999999,8.605306540660024e-06
attn,consecutive3,7,9,60,1.0,1.0,5.0807780681730245e-06,1.0,1.0,5.993702140254221e-05,1.0,0.9999999999999999,4.42597981456135e-06
attn,consecutive3,8,10,60,1.0,1.0,3.883899861656816e-06,1.0,1.0,9.571142809093853e-05,1.0,0.9999999999999999,7.672201015709122e-05
attn,consecutive3,9,11,60,1.0,1.0,5.267105474531167e-06,1.0,1.0,0.00012825587783847972,1.0,0.9999999999999999,2.4985859457587593e-05
